reservation_id;time_of_reservation;start_of_reservation;end_of_reservation;type_of_reservation;able_to_serve;endtype_of_reservation;length_of_reservation;VM_type;reserved_memory;reserved_cores;host_ID
8807;2014.05.02 19:58;2014.05.02 20:02;2014.05.02 20:40;now;1;released;0.6850;IRF 2015 Windows 8.1 HF2;2048;1;398
8808;2014.05.02 20:39;2014.05.02 20:40;2014.05.03 0:44;now;1;EOR;4.0886;IRF 2015 Windows 8.1 HF3;2048;1;394
8809;2014.05.02 21:30;2014.05.02 21:31;2014.05.03 5:44;now;1;EOR;8.2344;PDNMeasWin7;8192;2;394
8810;2014.05.03 6:45;2014.05.03 6:45;2014.05.03 14:44;now;1;EOR;7.9842;IRF 2015 Windows 8.1 HF3;2048;1;394
8811;2014.05.03 10:05;2014.05.03 10:05;2014.05.03 10:15;now;1;released;0.1600;IRF 2015 Windows 8.1 HF3;2048;1;395
8812;2014.05.03 17:11;2014.05.03 17:14;2014.05.03 17:29;now;1;noack;0.2867;Ubuntu 12.10;8192;2;402
8813;2014.05.03 17:30;2014.05.03 17:32;2014.05.03 17:47;now;1;noack;0.2825;Ubuntu 12.10;8192;2;395
8814;2014.05.03 18:17;2014.05.03 18:17;2014.05.04 18:29;now;1;EOR;24.2117;PDNMeasWin7;8192;2;394
8815;2014.05.03 20:20;2014.05.03 20:21;2014.05.03 21:09;now;1;released;0.8211;IRF 2015 Windows 8.1 HF3;2048;1;394
8816;2014.05.03 20:22;2014.05.03 20:23;2014.05.03 23:52;now;1;released;3.5025;PDNMeasWin7;8192;2;394
8817;2014.05.03 20:22;2014.05.03 20:26;2014.05.03 23:52;now;1;released;3.4997;PDNMeasWin7;8192;2;395
8818;2014.05.03 21:09;2014.05.03 21:10;2014.05.03 21:49;now;1;released;0.6606;IRF 2015 Windows 8.1 HF3;2048;1;395
8819;2014.05.03 23:53;2014.05.03 23:56;2014.05.04 23:11;now;1;released;23.3100;PDNMeasWin7;8192;2;395
8820;2014.05.04 0:32;2014.05.04 0:32;2014.05.04 1:03;now;1;released;0.5200;PDNMeasWin7;8192;2;395
8821;2014.05.04 0:54;2014.05.04 0:54;2014.05.18 20:32;now;1;released;355.6322;PDNMeasWin7;8192;2;394
8822;2014.05.04 1:03;2014.05.04 1:07;2014.05.18 20:32;now;1;released;355.4792;PDNMeasWin7;8192;2;396
8823;2014.05.04 1:06;2014.05.04 1:09;2014.05.18 20:32;now;1;released;355.4358;PDNMeasWin7;8192;2;396
8824;2014.05.04 1:14;2014.05.04 1:18;2014.05.18 20:32;now;1;released;355.2969;PDNMeasWin7;8192;2;397
8825;2014.05.04 1:56;2014.05.04 1:59;2014.05.04 23:55;now;1;released;21.9983;PDNMeasWin7;8192;2;397
8826;2014.05.04 5:02;2014.05.04 5:03;2014.05.04 23:12;now;1;released;18.1517;PDNMeasWin7;8192;2;395
8827;2014.05.04 9:32;2014.05.04 9:32;2014.05.04 13:37;now;1;released;4.0881;IRF 2015 Windows 8.1 HF3;2048;1;394
8828;2014.05.04 18:13;2014.05.04 18:13;2014.05.04 21:38;now;1;released;3.4164;IRF 2015 Windows 8.1 HF3;2048;1;394
8829;2014.05.04 20:09;2014.05.04 20:10;2014.05.05 1:12;now;1;released;5.0392;IRF 2015 Windows 8.1 HF3;2048;1;395
8830;2014.05.04 21:15;2014.05.04 21:16;2014.05.04 22:54;now;1;released;1.6494;IRF 2015 Windows 8.1 HF3;2048;1;395
8831;2014.05.04 21:38;2014.05.04 21:38;2014.05.05 1:44;now;1;EOR;4.1008;IRF 2015 Windows 8.1 HF3;2048;1;397
8832;2014.05.04 23:32;2014.05.04 23:35;2014.05.18 20:32;now;1;released;332.9969;PDNMeasLinux;8192;2;394
8833;2014.05.04 23:33;2014.05.04 23:35;2014.05.18 20:32;now;1;released;332.9858;PDNMeasLinux;8192;2;395
8834;2014.05.04 23:33;2014.05.04 23:36;2014.05.18 20:32;now;1;released;332.9819;PDNMeasLinux;8192;2;395
8835;2014.05.05 0:07;2014.05.05 0:09;2014.05.18 20:32;now;1;released;332.4233;PDNMeasLinux;8192;2;397
8836;2014.05.05 9:42;2014.05.05 9:43;2014.05.05 13:37;now;1;released;3.9156;IRF 2015 Windows 8.1 HF3;2048;1;394
8837;2014.05.05 14:06;2014.05.05 14:07;2014.05.05 14:29;now;1;released;0.3878;CentOS 6.5 GUI;8192;2;399
8838;2014.05.05 17:04;2014.05.05 17:04;2014.05.05 17:11;now;1;released;0.1167;IRF 2015 Windows 8.1 HF3;2048;1;401
8839;2014.05.05 17:11;2014.05.05 17:11;2014.05.05 18:14;now;1;EOR;1.0622;IRF 2015 Windows 8.1 HF3;2048;1;394
8840;2014.05.05 17:26;2014.05.05 17:27;2014.05.05 17:42;now;1;noack;0.2539;Ubuntu 12.10;8192;2;402
8841;2014.05.05 19:58;2014.05.05 19:59;2014.05.10 14:53;now;1;released;114.9111;Ubuntu 12.10;8192;2;402
8842;2014.05.06 22:18;2014.05.06 22:18;2014.05.07 0:57;now;1;released;2.6547;IRF 2015 Windows 8.1 HF3;2048;1;398
8843;2014.05.07 10:01;2014.05.07 10:03;2014.05.18 20:32;now;1;released;274.5197;IQD Image;16384;4;398
8844;2014.05.07 10:01;2014.05.07 10:03;2014.05.18 20:32;now;1;released;274.5183;IQD Image;16384;4;399
8845;2014.05.07 10:01;2014.05.07 10:03;2014.05.18 20:32;now;1;released;274.5147;IQD Image;16384;4;401
8846;2014.05.07 10:01;2014.05.07 10:04;2014.05.18 20:32;now;1;released;274.5142;IQD Image;16384;4;402
8847;2014.05.07 12:46;2014.05.07 12:48;2014.05.07 13:03;now;1;noack;0.2825;CentOS 6.4 base;4096;2;395
8848;2014.05.07 14:00;2014.05.07 14:03;2014.05.07 15:39;now;1;released;1.6614;IRF 2015 Windows 8.1 HF2;2048;1;395
8849;2014.05.07 15:51;2014.05.07 15:52;2014.05.07 19:59;now;1;EOR;4.1383;IRF 2015 Windows 8.1 HF2;2048;1;395
8850;2014.05.07 16:49;2014.05.07 16:50;2014.05.07 17:59;now;1;EOR;1.1669;IRF 2015 Windows 8.1 HF3;2048;1;397
8851;2014.05.07 17:33;2014.05.07 17:33;2014.05.07 21:44;now;1;EOR;4.1944;IRF 2015 Windows 8.1 HF3;2048;1;397
8852;2014.05.07 22:24;2014.05.07 22:26;2014.05.21 22:29;now;1;EOR;336.0803;CentOS 6.4 base;4096;2;395
8853;2014.05.08 1:36;2014.05.08 1:39;2014.05.08 5:44;now;1;EOR;4.1436;IRF 2015 Windows 8.1 HF2;2048;1;395
8854;2014.05.08 15:40;2014.05.08 15:40;2014.05.08 16:00;now;1;released;0.3467;IRF 2015 Windows 8.1 HF2;2048;1;395
8855;2014.05.08 16:01;2014.05.08 16:01;2014.05.08 16:04;now;1;released;0.0611;IRF 2015 Windows 8.1 HF3;2048;1;397
8856;2014.05.08 17:34;2014.05.08 17:35;2014.05.08 18:44;now;1;EOR;1.1753;IRF 2015 Windows 8.1 HF2;2048;1;395
8857;2014.05.08 21:21;2014.05.08 21:21;2014.05.08 21:23;now;1;released;0.0464;IRF 2015 Windows 8.1 HF2;2048;1;395
8858;2014.05.09 1:43;2014.05.09 1:45;2014.05.23 1:44;now;1;EOR;336.0181;CentOS 6.4 base;4096;2;395
8859;2014.05.10 14:53;2014.05.10 14:56;2014.05.10 15:11;now;1;noack;0.2875;CentOS 6.4 base;4096;2;396
8860;2014.05.10 17:09;2014.05.10 17:09;2014.05.10 17:24;now;1;noack;0.2533;CentOS 6.4 base;4096;2;396
8861;2014.05.10 19:37;2014.05.10 19:38;2014.05.24 19:45;now;1;EOR;336.1200;CentOS 6.4 base;4096;2;396
8862;2014.05.11 14:10;2014.05.11 14:14;2014.05.11 20:14;now;1;EOR;6.0672;IRF 2015 Windows 8.1 HF2;2048;1;396
8863;2014.05.11 14:58;2014.05.11 15:01;2014.05.11 16:59;now;1;EOR;2.0272;IRF 2015 Windows 8.1 HF2;2048;1;399
8864;2014.05.11 16:59;2014.05.11 17:02;2014.05.11 17:59;now;1;EOR;1.0056;IRF 2015 Windows 8.1 HF2;2048;1;397
8865;2014.05.12 9:46;2014.05.12 9:46;2014.05.12 11:59;now;1;EOR;2.2242;IRF 2015 Windows 8.1 HF2;2048;1;397
8866;2014.05.12 9:46;2014.05.12 9:46;2014.05.12 11:59;now;1;EOR;2.2217;IRF 2015 Windows 8.1 HF2;2048;1;399
8867;2014.05.12 11:00;2014.05.12 11:00;2014.05.12 11:26;now;1;released;0.4389;IRF 2015 Windows 8.1 HF2;2048;1;396
8868;2014.05.13 22:02;2014.05.13 22:03;2014.05.13 23:14;now;1;EOR;1.2031;REMO 2014;3072;2;401
8869;2014.05.13 23:03;2014.05.13 23:03;2014.05.13 23:04;now;1;released;0.0275;IRF WS12 R2;2048;1;396
8870;2014.05.13 23:04;2014.05.13 23:04;2014.05.14 0:02;now;1;released;0.9692;IRF WS12 R2;2048;1;396
8871;2014.05.14 17:32;2014.05.14 17:34;2014.05.14 18:23;now;1;EOR;0.8544;CentOS 6.4 base;4096;2;396
8872;2014.05.14 18:32;2014.05.14 18:35;2014.05.14 18:39;now;1;released;0.1092;VMware ESXi 5.5;4096;2;397
8872;2014.05.14 18:32;2014.05.14 18:35;2014.05.14 18:39;now;1;released;0.1092;NFS Server v2;1024;1;394
8872;2014.05.14 18:32;2014.05.14 18:35;2014.05.14 18:39;now;1;released;0.1092;ITLab1 MIT2 Client;2048;1;399
8873;2014.05.15 15:45;2014.05.15 15:46;2014.05.15 16:58;now;1;released;1.2072;VMware ESXi 5.5;4096;2;394
8874;2014.05.15 15:45;2014.05.15 15:46;2014.05.15 16:58;now;1;released;1.2061;VMware ESXi 5.5;4096;2;397
8875;2014.05.15 15:46;2014.05.15 15:46;2014.05.15 16:58;now;1;released;1.2031;VMware ESXi 5.5;4096;2;398
8876;2014.05.15 16:58;2014.05.15 16:59;2014.05.15 17:56;now;1;released;0.9681;IRF 2015 Windows 8.1 HF3;2048;1;397
8877;2014.05.15 19:13;2014.05.15 19:13;2014.05.15 19:28;now;1;released;0.2458;VMware ESXi 5.5;4096;2;399
8878;2014.05.15 19:13;2014.05.15 19:13;2014.05.15 20:37;now;1;released;1.4000;IRF 2015 Windows 8.1 HF3;2048;1;397
8879;2014.05.15 19:43;2014.05.15 19:43;2014.05.15 23:44;now;1;EOR;4.0269;IRF 2015 Windows 8.1 HF2;2048;1;397
8880;2014.05.15 19:50;2014.05.15 19:50;2014.05.15 20:05;now;1;released;0.2536;IRF WS12 R2;2048;1;396
8881;2014.05.15 20:05;2014.05.15 20:06;2014.05.15 20:21;now;1;noack;0.2600;IRF 2015 Windows 8.1 HF3;2048;1;398
8882;2014.05.15 20:35;2014.05.15 20:35;2014.05.15 20:55;now;1;released;0.3475;IRF WS12 R2;2048;1;396
8883;2014.05.15 20:37;2014.05.15 20:38;2014.05.15 20:53;now;1;noack;0.2586;VMware ESXi 5.5;4096;2;399
8884;2014.05.15 20:37;2014.05.15 20:38;2014.05.15 20:53;now;1;noack;0.2572;VMware ESXi 5.5;4096;2;394
8885;2014.05.15 20:46;2014.05.15 20:47;2014.05.15 21:59;now;1;EOR;1.2217;IRF 2015 Windows 8.1 HF2;2048;1;399
8886;2014.05.15 21:03;2014.05.15 21:07;2014.05.15 21:22;now;1;released;0.3014;IRF 2015 Windows 8.1 HF3;2048;1;397
8887;2014.05.15 21:10;2014.05.15 21:11;2014.05.15 22:14;now;1;EOR;1.0653;VMware ESXi 5.5;4096;2;397
8888;2014.05.15 21:16;2014.05.15 21:20;2014.05.15 21:46;now;1;released;0.5092;IRF 2015 Windows 8.1 HF2;2048;1;396
8889;2014.05.15 21:33;2014.05.15 21:33;2014.05.15 22:44;now;1;EOR;1.1881;NFS Server v2;1024;1;401
8890;2014.05.15 21:42;2014.05.15 21:42;2014.05.15 22:09;now;1;released;0.4500;VMware ESXi 5.5;4096;2;394
8891;2014.05.15 21:49;2014.05.15 21:53;2014.05.15 22:17;now;1;released;0.4578;IRF 2015 Windows 8.1 HF2;2048;1;399
8892;2014.05.15 22:09;2014.05.15 22:09;2014.05.15 22:56;now;1;released;0.7903;VMware ESXi 5.5;4096;2;398
8893;2014.05.15 22:17;2014.05.15 22:18;2014.05.16 1:29;now;1;EOR;3.2064;IRF 2015 Windows 8.1 HF3;2048;1;399
8894;2014.05.15 22:33;2014.05.15 22:33;2014.05.15 23:24;now;1;released;0.8644;IRF 2015 Windows 8.1 HF2;2048;1;396
8895;2014.05.15 22:43;2014.05.15 22:44;2014.05.15 23:44;now;1;EOR;1.0139;IRF 2015 Windows 8.1 HF3;2048;1;397
8897;2014.05.15 22:57;2014.05.15 22:57;2014.05.15 23:59;now;1;EOR;1.0381;IRF 2015 Windows 8.1 HF3;2048;1;397
8898;2014.05.15 23:27;2014.05.15 23:27;2014.05.16 1:29;now;1;EOR;2.0411;IRF 2015 Windows 8.1 HF2;2048;1;399
8899;2014.05.15 23:41;2014.05.15 23:41;2014.05.16 0:45;now;1;EOR;1.0633;IRF 2015 Windows 8.1 HF3;2048;1;398
8900;2014.05.16 1:02;2014.05.16 1:02;2014.05.16 2:15;now;1;EOR;1.2094;VMware ESXi 5.5;4096;2;397
8901;2014.05.16 1:02;2014.05.16 1:02;2014.05.16 2:15;now;1;EOR;1.2075;VMware ESXi 5.5;4096;2;398
8902;2014.05.16 6:52;2014.05.16 6:53;2014.05.16 8:00;now;1;EOR;1.1208;IRF 2015 Windows 8.1 HF2;2048;1;399
8903;2014.05.16 6:52;2014.05.16 6:53;2014.05.16 7:42;now;1;released;0.8339;IRF 2015 Windows 8.1 HF2;2048;1;396
8904;2014.05.16 7:43;2014.05.16 7:43;2014.05.16 8:04;now;1;released;0.3608;IRF 2015 Windows 8.1 HF2;2048;1;397
8905;2014.05.16 8:54;2014.05.16 8:54;2014.05.16 12:59;now;1;EOR;4.0933;VMware ESXi 5.5;4096;2;397
8906;2014.05.16 9:24;2014.05.16 9:25;2014.05.16 9:41;now;1;released;0.2808;IRF WS12 R2;2048;1;396
8907;2014.05.16 9:25;2014.05.16 9:26;2014.05.16 17:14;now;1;EOR;7.8186;IRF 2015 Windows 8.1 HF3;2048;1;395
8908;2014.05.16 9:47;2014.05.16 9:48;2014.05.16 17:45;now;1;EOR;7.9556;IRF WS12 R2;2048;1;396
8909;2014.05.16 9:47;2014.05.16 9:48;2014.05.16 14:00;now;1;EOR;4.2039;IRF 2015 Windows 8.1 HF3;2048;1;398
8910;2014.05.16 9:48;2014.05.16 9:49;2014.05.16 12:01;now;1;released;2.2206;IRF 2015 Windows 8.1 HF2;2048;1;397
8911;2014.05.16 9:52;2014.05.16 9:52;2014.05.16 10:00;now;1;released;0.1456;IRF WS12 R2;2048;1;396
8912;2014.05.16 9:54;2014.05.16 9:54;2014.05.16 10:53;now;1;released;0.9756;VMware ESXi 5.5;4096;2;394
8913;2014.05.16 9:57;2014.05.16 9:57;2014.05.16 12:01;now;1;released;2.0708;IRF 2015 Windows 8.1 HF2;2048;1;396
8914;2014.05.16 10:00;2014.05.16 10:04;2014.05.16 17:59;now;1;EOR;7.9811;IRF WS12 R2;2048;1;394
8915;2014.05.16 10:02;2014.05.16 10:02;2014.05.16 10:08;now;1;released;0.1025;IRF 2015 Windows 8.1 HF2;2048;1;399
8916;2014.05.16 10:02;2014.05.16 10:02;2014.05.16 12:16;now;1;released;2.2389;IRF 2015 Windows 8.1 HF2;2048;1;399
8917;2014.05.16 10:05;2014.05.16 10:06;2014.05.16 17:14;now;1;EOR;7.1467;IRF 2015 Windows 8.1 HF3;2048;1;394
8918;2014.05.16 10:06;2014.05.16 10:09;2014.05.16 17:14;now;1;EOR;7.1436;IRF 2015 Windows 8.1 HF2;2048;1;398
8919;2014.05.16 10:08;2014.05.16 10:12;2014.05.16 12:16;now;1;released;2.1322;IRF 2015 Windows 8.1 HF2;2048;1;401
8920;2014.05.16 10:09;2014.05.16 10:10;2014.05.16 12:16;now;1;released;2.1161;IRF 2015 Windows 8.1 HF3;2048;1;397
8921;2014.05.16 10:40;2014.05.16 10:40;2014.05.16 12:38;now;1;released;1.9633;VMware ESXi 5.5;4096;2;398
8922;2014.05.16 10:53;2014.05.16 10:56;2014.05.16 11:20;now;1;released;0.4431;VMware ESXi 5.5;4096;2;399
8923;2014.05.16 11:15;2014.05.16 11:18;2014.05.16 12:29;now;1;EOR;1.2322;IRF 2015 Windows 8.1 HF2;2048;1;394
8924;2014.05.16 11:15;2014.05.16 11:19;2014.05.16 12:29;now;1;EOR;1.2306;IRF 2015 Windows 8.1 HF2;2048;1;402
8925;2014.05.16 11:20;2014.05.16 11:23;2014.05.16 15:29;now;1;EOR;4.1581;VMware ESXi 5.5;4096;2;402
8926;2014.05.16 11:21;2014.05.16 11:25;2014.05.16 11:55;now;1;released;0.5597;IRF 2015 Windows 8.1 HF2;2048;1;398
8927;2014.05.16 11:21;2014.05.16 11:25;2014.05.16 11:55;now;1;released;0.5583;IRF 2015 Windows 8.1 HF2;2048;1;399
8928;2014.05.16 11:23;2014.05.16 11:27;2014.05.16 16:30;now;1;EOR;5.1056;IRF 2015 Windows 8.1 HF2;2048;1;399
8929;2014.05.16 11:23;2014.05.16 11:27;2014.05.16 16:30;now;1;EOR;5.1036;IRF 2015 Windows 8.1 HF2;2048;1;401
8930;2014.05.16 11:35;2014.05.16 11:39;2014.05.16 13:44;now;1;EOR;2.1506;IRF 2015 Windows 8.1 HF2;2048;1;399
8931;2014.05.16 12:02;2014.05.16 12:02;2014.05.16 12:42;now;1;released;0.6719;IRF 2015 Windows 8.1 HF3;2048;1;397
8932;2014.05.16 12:34;2014.05.16 12:38;2014.05.16 12:42;now;1;released;0.1431;VMware ESXi 5.5;4096;2;399
8933;2014.05.16 12:34;2014.05.16 12:38;2014.05.16 12:42;now;1;released;0.1400;VMware ESXi 5.5;4096;2;401
8934;2014.05.16 12:43;2014.05.16 12:44;2014.05.16 13:44;now;1;EOR;1.0286;IRF 2015 Windows 8.1 HF3;2048;1;397
8935;2014.05.16 12:51;2014.05.16 12:51;2014.05.16 13:44;now;1;released;0.8919;VMware ESXi 5.5;4096;2;398
8936;2014.05.16 12:54;2014.05.16 12:55;2014.05.16 14:59;now;1;EOR;2.0875;IRF 2015 Windows 8.1 HF3;2048;1;397
8937;2014.05.16 13:29;2014.05.16 13:30;2014.05.16 14:29;now;1;EOR;1.0022;IRF 2015 Windows 8.1 HF3;2048;1;402
8938;2014.05.16 13:42;2014.05.16 13:42;2014.05.16 14:06;now;1;released;0.4014;IRF 2015 Windows 8.1 HF3;2048;1;394
8939;2014.05.16 13:59;2014.05.16 14:01;2014.05.16 15:17;now;1;released;1.2903;IRF 2015 Windows 8.1 HF2;2048;1;394
8940;2014.05.16 13:59;2014.05.16 14:00;2014.05.16 16:00;now;1;EOR;2.0036;IRF 2015 Windows 8.1 HF2;2048;1;396
8941;2014.05.16 13:59;2014.05.16 14:00;2014.05.16 15:17;now;1;released;1.2892;IRF 2015 Windows 8.1 HF2;2048;1;397
8942;2014.05.16 14:00;2014.05.16 14:01;2014.05.16 15:17;now;1;released;1.2856;IRF 2015 Windows 8.1 HF3;2048;1;395
8943;2014.05.16 14:00;2014.05.16 14:01;2014.05.16 16:00;now;1;EOR;1.9919;IRF 2015 Windows 8.1 HF2;2048;1;399
8944;2014.05.16 14:04;2014.05.16 14:05;2014.05.16 18:14;now;1;EOR;4.1672;IRF 2015 Windows 8.1 HF3;2048;1;397
8945;2014.05.16 14:06;2014.05.16 14:06;2014.05.16 15:14;now;1;EOR;1.1378;IRF 2015 Windows 8.1 HF2;2048;1;402
8946;2014.05.16 14:45;2014.05.16 14:45;2014.05.16 15:59;now;1;EOR;1.2386;IRF WS12 R2;2048;1;396
8947;2014.05.17 22:11;2014.05.17 22:11;2014.05.17 22:21;now;1;released;0.1639;IRF WS12 R2;2048;1;394
8948;2014.05.18 18:21;2014.05.18 18:21;2014.05.18 20:30;now;1;EOR;2.1414;IRF 2015 Windows 8.1 HF2;2048;1;396
8949;2014.05.18 21:01;2014.05.18 21:01;2014.05.18 23:14;now;1;EOR;2.2261;IRF 2015 Windows 8.1 HF2;2048;1;398
8950;2014.05.18 23:15;2014.05.18 23:15;2014.05.18 23:26;now;1;released;0.1858;IRF 2015 Windows 8.1 HF2;2048;1;399
8951;2014.05.18 23:30;2014.05.18 23:30;2014.05.18 23:44;now;1;released;0.2400;IRF WS12 R2;2048;1;394
8952;2014.05.19 1:49;2014.05.19 1:49;2014.05.19 2:59;now;1;EOR;1.1814;IRF 2015 Windows 8.1 HF3;2048;1;398
8953;2014.05.19 9:31;2014.05.19 9:31;2014.05.19 10:44;now;1;EOR;1.2261;IRF WS12 R2;2048;1;394
8954;2014.05.19 10:54;2014.05.19 10:54;2014.05.19 13:22;now;1;released;2.4767;IRF 2015 Windows 8.1 HF2;2048;1;402
8955;2014.05.19 11:18;2014.05.19 11:18;2014.05.19 11:34;now;1;released;0.2706;IRF 2015 Windows 8.1 HF2;2048;1;394
8956;2014.05.19 11:23;2014.05.19 11:23;2014.05.19 17:29;now;1;EOR;6.1089;IRF 2015 Windows 8.1 HF2;2048;1;396
8957;2014.05.19 11:29;2014.05.19 11:29;2014.05.19 11:29;now;1;released;0.0081;IRF 2015 Windows 8.1 HF2;2048;1;397
8958;2014.05.19 11:29;2014.05.19 11:29;2014.05.19 11:44;now;1;noack;0.2561;IRF 2015 Windows 8.1 HF2;2048;1;398
8959;2014.05.19 11:32;2014.05.19 11:32;2014.05.19 15:44;now;1;EOR;4.2028;IRF 2015 Windows 8.1 HF2;2048;1;397
8960;2014.05.19 11:35;2014.05.19 11:39;2014.05.19 19:29;now;1;EOR;7.9069;IRF WS12 R2;2048;1;394
8961;2014.05.19 12:10;2014.05.19 12:10;2014.05.19 18:14;now;1;EOR;6.0775;IRF 2015 Windows 8.1 HF2;2048;1;394
8962;2014.05.19 12:14;2014.05.19 12:15;2014.05.19 14:14;now;1;EOR;2.0033;IRF WS12 R2;2048;1;396
8963;2014.05.19 12:26;2014.05.19 12:26;2014.05.19 18:29;now;1;EOR;6.0650;IRF 2015 Windows 8.1 HF2;2048;1;399
8964;2014.05.19 12:50;2014.05.19 12:51;2014.05.19 18:59;now;1;EOR;6.1561;IRF WS12 R2;2048;1;395
8965;2014.05.19 12:54;NULL;2014.05.19 12:55;now;1;released;0.0075;IRF 2015 Windows 8.1 HF3;2048;1;394
8966;2014.05.19 12:55;2014.05.19 12:56;2014.05.19 16:59;now;1;EOR;4.0647;IRF WS12 R2;2048;1;396
8967;2014.05.19 13:00;2014.05.19 13:00;2014.05.19 17:04;now;1;released;4.0725;ITLab1 MIT1;1024;1;395
8968;2014.05.19 13:21;2014.05.19 13:21;2014.05.19 20:29;now;1;EOR;7.1436;IRF 2015 Windows 8.1 HF3;2048;1;397
8969;2014.05.19 13:23;2014.05.19 13:23;2014.05.19 17:47;now;1;released;4.4064;IRF 2015 Windows 8.1 HF2;2048;1;398
8970;2014.05.19 14:04;2014.05.19 14:05;2014.05.19 22:00;now;1;EOR;7.9219;IRF 2015 Windows 8.1 HF2;2048;1;402
8971;2014.05.19 14:23;2014.05.19 14:24;2014.05.19 16:29;now;1;EOR;2.0994;IRF 2015 Windows 8.1 HF2;2048;1;401
8972;2014.05.19 15:24;2014.05.19 15:25;2014.05.19 23:14;now;1;EOR;7.8333;IRF 2015 Windows 8.1 HF2;2048;1;394
8973;2014.05.19 15:27;2014.05.19 15:28;2014.05.19 22:29;now;1;EOR;7.0333;IRF 2015 Windows 8.1 HF2;2048;1;398
8974;2014.05.19 15:59;2014.05.19 16:00;2014.05.19 16:29;now;1;EOR;0.5006;IRF WS12 R2;2048;1;399
8975;2014.05.19 16:01;2014.05.19 16:03;2014.05.19 22:14;now;1;EOR;6.2167;IRF 2015 Windows 8.1 HF2;2048;1;397
8976;2014.05.19 16:25;2014.05.19 16:26;2014.05.19 17:04;now;1;released;0.6494;ITLab1 MIT1;1024;1;397
8977;2014.05.19 16:34;2014.05.19 16:35;2014.05.19 16:38;now;1;released;0.0592;IRF 2015 Windows 8.1 HF2;2048;1;396
8978;2014.05.19 17:44;2014.05.19 17:45;2014.05.19 21:44;now;1;EOR;3.9978;IRF 2015 Windows 8.1 HF2;2048;1;396
8979;2014.05.19 17:53;2014.05.19 17:54;2014.05.20 0:00;now;1;EOR;6.1022;IRF 2015 Windows 8.1 HF2;2048;1;398
8980;2014.05.19 17:54;2014.05.19 17:54;2014.05.20 0:00;now;1;EOR;6.0986;IRF 2015 Windows 8.1 HF2;2048;1;398
8981;2014.05.19 18:25;2014.05.19 18:25;2014.05.19 18:30;now;1;released;0.0950;IRF 2015 Windows 8.1 HF2;2048;1;394
8982;2014.05.19 18:30;2014.05.19 18:32;2014.05.19 18:39;now;1;released;0.1522;IRF 2015 Windows 8.1 HF2;2048;1;394
8983;2014.05.19 18:45;2014.05.19 18:46;2014.05.19 19:52;now;1;released;1.1117;IRF 2015 Windows 8.1 HF2;2048;1;394
8984;2014.05.19 18:46;2014.05.19 18:48;2014.05.20 2:44;now;1;EOR;7.9661;IRF 2015 Windows 8.1 HF2;2048;1;399
8985;2014.05.19 20:15;2014.05.19 20:15;2014.05.19 21:07;future;1;released;0.8700;VMware ESXi 5.5;4096;2;402
8986;2014.05.19 20:15;2014.05.19 20:15;2014.05.19 20:30;future;1;noack;0.2558;ITLab1 MIT2 Client;2048;1;401
8986;2014.05.19 20:15;2014.05.19 20:15;2014.05.19 20:30;future;1;noack;0.2558;VMware ESXi 5.5;4096;2;398
8986;2014.05.19 20:15;2014.05.19 20:15;2014.05.19 20:30;future;1;noack;0.2558;NFS Server v2;1024;1;396
8987;2014.05.19 19:15;2014.05.19 19:15;2014.05.19 20:00;now;1;EOR;0.7475;IRF 2015 Windows 8.1 HF3;2048;1;398
8988;2014.05.19 19:33;2014.05.19 19:34;2014.05.19 19:42;now;1;released;0.1594;IRF WS12 R2;2048;1;395
8989;2014.05.19 19:43;2014.05.19 19:43;2014.05.19 22:25;now;1;released;2.7142;IRF WS12 R2;2048;1;394
8990;2014.05.19 20:35;2014.05.19 20:36;2014.05.19 21:01;now;1;released;0.4319;NFS Server v2;1024;1;394
8991;2014.05.19 20:36;NULL;2014.05.19 20:36;now;1;released;0.0042;NFS Server v2;1024;1;397
8991;2014.05.19 20:36;NULL;2014.05.19 20:36;now;1;released;0.0042;ITLab1 MIT2 Client;2048;1;402
8991;2014.05.19 20:36;NULL;2014.05.19 20:36;now;1;released;0.0042;VMware ESXi 5.5;4096;2;398
8992;2014.05.19 20:37;NULL;2014.05.19 20:48;now;1;failed;0.1847;NFS Server v2;1024;1;398
8992;2014.05.19 20:37;NULL;2014.05.19 20:48;now;1;failed;0.1847;ITLab1 MIT2 Client;2048;1;399
8992;2014.05.19 20:37;NULL;2014.05.19 20:48;now;1;failed;0.1847;VMware ESXi 5.5;4096;2;398
8993;2014.05.19 20:44;2014.05.19 20:45;2014.05.19 23:55;now;1;released;3.1825;IRF WS12 R2;2048;1;394
8994;2014.05.19 20:53;2014.05.19 20:54;2014.05.20 1:10;now;1;released;4.2914;IRF WS12 R2;2048;1;397
8995;2014.05.19 20:53;NULL;2014.05.19 21:05;now;1;failed;0.1878;VMware ESXi 5.5;4096;2;397
8995;2014.05.19 20:53;NULL;2014.05.19 21:05;now;1;failed;0.1878;NFS Server v2;1024;1;397
8995;2014.05.19 20:53;NULL;2014.05.19 21:05;now;1;failed;0.1878;ITLab1 MIT2 Client;2048;1;394
8996;2014.05.19 21:02;2014.05.19 21:02;2014.05.19 21:07;now;1;released;0.0778;NFS Server v2;1024;1;396
8997;2014.05.19 22:15;2014.05.19 22:18;2014.05.20 0:10;future;1;released;1.9189;NFS Server v2;1024;1;397
